Date,Open,High,Low,Close,Adj Close,Volume
20-12-2017,1190.5,1191,1176,1177.62,1177.62,2371200
21-12-2017,1175.9,1179.17,1167.64,1174.76,1174.76,2123100
22-12-2017,1172.08,1174.62,1167.83,1168.36,1168.36,1585100
26-12-2017,1168.36,1178.32,1160.55,1176.76,1176.76,2005200
27-12-2017,1179.91,1187.29,1175.61,1182.26,1182.26,1867200
28-12-2017,1189,1190.1,1184.38,1186.1,1186.1,1841700
29-12-2017,1182.35,1184,1167.5,1169.47,1169.47,2688400
02-01-2018,1172,1190,1170.51,1189.01,1189.01,2694500
03-01-2018,1188.3,1205.49,1188.3,1204.2,1204.2,3108800
04-01-2018,1205,1215.87,1204.66,1209.59,1209.59,3022100
05-01-2018,1217.51,1229.14,1210,1229.14,1229.14,3544700
08-01-2018,1236,1253.08,1232.03,1246.87,1246.87,4279500
09-01-2018,1256.9,1259.33,1241.76,1252.7,1252.7,3661300
10-01-2018,1245.15,1254.33,1237.23,1254.33,1254.33,2686000
11-01-2018,1259.74,1276.77,1256.46,1276.68,1276.68,3125000
12-01-2018,1273.39,1305.76,1273.39,1305.2,1305.2,5443700
16-01-2018,1323,1339.94,1292.3,1304.86,1304.86,7220700
17-01-2018,1312.24,1314,1280.88,1295,1295,5253800
18-01-2018,1293.95,1304.6,1284.02,1293.32,1293.32,4026900
19-01-2018,1312,1313,1292.99,1294.58,1294.58,4578500
22-01-2018,1297.17,1327.45,1296.66,1327.31,1327.31,4140100
23-01-2018,1338.09,1364.9,1337.34,1362.54,1362.54,5169300
24-01-2018,1374.82,1388.16,1338,1357.51,1357.51,6807500
25-01-2018,1368,1378.34,1357.62,1377.95,1377.95,4753000
26-01-2018,1392.01,1402.53,1380.91,1402.05,1402.05,4857300
29-01-2018,1409.18,1431.39,1400.44,1417.68,1417.68,5701900
30-01-2018,1403.17,1439.25,1392,1437.82,1437.82,5871900
31-01-2018,1451.3,1472.58,1450.04,1450.89,1450.89,6424700
01-02-2018,1445,1459.88,1385.14,1390,1390,9113800
02-02-2018,1477.39,1498,1414,1429.95,1429.95,11125700
05-02-2018,1402.62,1458.98,1320.72,1390,1390,11495000
06-02-2018,1361.46,1443.99,1351.79,1442.84,1442.84,11066800
07-02-2018,1449,1460.99,1415.15,1416.78,1416.78,7162700
08-02-2018,1429.68,1433.75,1349.94,1350.5,1350.5,8578600
09-02-2018,1373.49,1383.5,1265.93,1339.6,1339.6,14141500
12-02-2018,1364.67,1393.81,1344.01,1386.23,1386.23,6738900
13-02-2018,1385.93,1419.72,1383.53,1414.51,1414.51,5917900
14-02-2018,1406.25,1452.06,1403.36,1451.05,1451.05,5959200
15-02-2018,1466.89,1468.94,1436.84,1461.76,1461.76,5652700
16-02-2018,1457.37,1465.8,1446.56,1448.69,1448.69,4472600
20-02-2018,1446.49,1488.77,1446.49,1468.35,1468.35,6499200
21-02-2018,1485,1503.49,1478.92,1482.92,1482.92,6304400
22-02-2018,1495.36,1502.54,1475.76,1485.34,1485.34,4858100
23-02-2018,1495.34,1500,1486.5,1500,1500,4418100
26-02-2018,1509.2,1522.84,1507,1521.95,1521.95,4955000
27-02-2018,1524.5,1526.78,1507.21,1511.98,1511.98,4808800
28-02-2018,1519.51,1528.7,1512,1512.45,1512.45,4515000
01-03-2018,1513.6,1518.49,1465,1493.45,1493.45,6835200
02-03-2018,1469.1,1501.05,1455.01,1500.25,1500.25,6587600
05-03-2018,1494.24,1525.38,1481,1523.61,1523.61,5233900
06-03-2018,1533.2,1542.13,1528,1537.64,1537.64,4561700
07-03-2018,1526.52,1545.9,1522.51,1545,1545,4174100
08-03-2018,1550,1554.88,1545.25,1551.86,1551.86,3862600
09-03-2018,1563.5,1578.94,1559.08,1578.89,1578.89,4534300
12-03-2018,1592.6,1605.33,1586.7,1598.39,1598.39,5174200
13-03-2018,1615.96,1617.54,1578.01,1588.18,1588.18,6531900
14-03-2018,1597,1606.44,1590.89,1591,1591,4259400
15-03-2018,1595,1596.91,1578.11,1582.32,1582.32,4069700
16-03-2018,1583.45,1589.44,1567.5,1571.68,1571.68,5425000
19-03-2018,1554.53,1561.66,1525.35,1544.93,1544.93,6580800
20-03-2018,1550.34,1587,1545.41,1586.51,1586.51,4581600
21-03-2018,1586.45,1590,1563.17,1581.86,1581.86,4750800
22-03-2018,1565.47,1573.85,1542.4,1544.92,1544.92,6320600
23-03-2018,1539.01,1549.02,1495.36,1495.56,1495.56,8006000
26-03-2018,1530,1556.99,1499.25,1555.86,1555.86,5624700
27-03-2018,1572.4,1575.97,1482.32,1497.05,1497.05,6999600
28-03-2018,1447,1455.9,1386.17,1431.42,1431.42,13705300
29-03-2018,1406,1455.47,1365.2,1447.34,1447.34,12581100
02-04-2018,1417.62,1421.36,1355,1371.99,1371.99,10463600
03-04-2018,1391.38,1414,1355.33,1392.05,1392.05,10231200
04-04-2018,1358.24,1415.39,1352.88,1410.57,1410.57,6982300
05-04-2018,1441.99,1459.56,1427.07,1451.75,1451.75,6413500
06-04-2018,1429.97,1452.5,1400.26,1405.23,1405.23,5882300
09-04-2018,1425.03,1438.48,1402.57,1406.08,1406.08,4208200
10-04-2018,1431.99,1438.38,1415.7,1436.22,1436.22,4254100
11-04-2018,1439.44,1448.78,1424.89,1427.05,1427.05,3582500
12-04-2018,1439.5,1452.12,1435.06,1448.5,1448.5,3135000
13-04-2018,1449.14,1459.78,1424.52,1430.79,1430.79,3685300
16-04-2018,1445,1447,1427.48,1441.5,1441.5,2808600
17-04-2018,1462.3,1507.19,1457.02,1503.83,1503.83,5114400
18-04-2018,1514.65,1533.8,1504.11,1527.84,1527.84,5227500
19-04-2018,1543.22,1568.52,1539.06,1556.91,1556.91,6523700
20-04-2018,1561.2,1561.2,1516.09,1527.49,1527.49,5541600
23-04-2018,1546.69,1548,1503.41,1517.86,1517.86,4465400
24-04-2018,1535.8,1539.5,1448.45,1460.09,1460.09,7494700
25-04-2018,1458,1469.99,1415.02,1460.17,1460.17,6587300
26-04-2018,1485.01,1529.42,1478.5,1517.96,1517.96,8801100
27-04-2018,1634.01,1638.1,1567.39,1572.62,1572.62,13053200
30-04-2018,1582.5,1596,1560.94,1566.13,1566.13,5464100
01-05-2018,1563.22,1585,1552.18,1582.26,1582.26,4572100
02-05-2018,1580.98,1588.5,1566.36,1569.68,1569.68,4360300
03-05-2018,1560.01,1574.8,1546.02,1572.08,1572.08,4251900
04-05-2018,1562.45,1584.9,1562.19,1580.95,1580.95,3443600
07-05-2018,1589.34,1606.95,1587.83,1600.14,1600.14,3801900
08-05-2018,1595,1596.88,1582.51,1592.39,1592.39,3067900
09-05-2018,1600,1608,1592,1608,1608,3637300
10-05-2018,1608.48,1615.6,1603.44,1609.08,1609.08,2817500
11-05-2018,1610.99,1611.1,1597.89,1602.91,1602.91,2263900
14-05-2018,1604,1611.18,1600.05,1601.54,1601.54,2509500
15-05-2018,1587.8,1587.8,1565.22,1576.12,1576.12,5077500
16-05-2018,1577.5,1594.43,1576.67,1587.28,1587.28,2570600
17-05-2018,1580.56,1594.04,1573,1581.76,1581.76,2147600
18-05-2018,1581.33,1583.59,1572.1,1574.37,1574.37,2642600
21-05-2018,1585,1592.05,1575,1585.46,1585.46,2925200
22-05-2018,1589.89,1589.89,1575.25,1581.4,1581.4,2115600
23-05-2018,1571.05,1601.86,1566.34,1601.86,1601.86,3361900
24-05-2018,1598.03,1608.24,1588.38,1603.07,1603.07,3430000
25-05-2018,1603,1614.12,1600.45,1610.15,1610.15,2698400
29-05-2018,1600.71,1621.79,1600.15,1612.87,1612.87,3846500
30-05-2018,1618.1,1626,1612.93,1624.89,1624.89,2907400
31-05-2018,1623,1635,1621.35,1629.62,1629.62,3166300
01-06-2018,1637.03,1646.73,1635.09,1641.54,1641.54,3313400
04-06-2018,1648.9,1665.68,1645.49,1665.27,1665.27,3187700
05-06-2018,1672.99,1699,1670.06,1696.35,1696.35,4782200
06-06-2018,1704.51,1714.5,1686.47,1695.75,1695.75,5473200
07-06-2018,1698.56,1699.9,1676.11,1689.3,1689.3,3765700
08-06-2018,1681.12,1689.44,1673.01,1683.99,1683.99,2955100
11-06-2018,1681.51,1694.24,1680.59,1689.12,1689.12,2335500
12-06-2018,1693,1699.51,1691.52,1698.75,1698.75,2259200
13-06-2018,1702.81,1713.75,1700.12,1704.86,1704.86,3327500
14-06-2018,1713.48,1724.8,1708.87,1723.86,1723.86,3174400
15-06-2018,1714,1720.87,1708.52,1715.97,1715.97,4777600
18-06-2018,1706.26,1726.74,1702.56,1723.79,1723.79,3107700
19-06-2018,1709.04,1736.11,1700.39,1734.78,1734.78,4290100
20-06-2018,1742.5,1762.93,1741.36,1750.08,1750.08,4332600
21-06-2018,1760,1763.1,1717.56,1730.22,1730.22,4941100
22-06-2018,1742.62,1743,1711.9,1715.67,1715.67,4075100
25-06-2018,1702.51,1705,1646.31,1663.15,1663.15,7511200
26-06-2018,1672.37,1701.57,1663.34,1691.09,1691.09,4386600
27-06-2018,1708.11,1711.95,1660,1660.51,1660.51,4872200
28-06-2018,1672.54,1705.5,1661.17,1701.45,1701.45,4529700
29-06-2018,1717,1723.41,1694.32,1699.8,1699.8,4543500
02-07-2018,1682.7,1713.89,1678.06,1713.78,1713.78,3185700
03-07-2018,1723.96,1725,1692.48,1693.96,1693.96,2177300
05-07-2018,1705.38,1710.69,1682.15,1699.73,1699.73,2983100
06-07-2018,1696,1715.27,1691.67,1710.63,1710.63,2650300
09-07-2018,1724.05,1739.56,1716.23,1739.02,1739.02,3012000
10-07-2018,1738.53,1750,1731,1743.07,1743.07,3002900
11-07-2018,1737.99,1756.96,1734,1755,1755,3209800
12-07-2018,1764.51,1798,1762.18,1796.62,1796.62,4532700
13-07-2018,1803.93,1815.3,1795.23,1813.03,1813.03,4383200
16-07-2018,1821.95,1841.95,1814.45,1822.49,1822.49,5466200
17-07-2018,1811.56,1851.69,1797.38,1843.93,1843.93,5682900
18-07-2018,1848,1858.88,1831.27,1842.92,1842.92,4861900
19-07-2018,1829.46,1841,1811.27,1812.97,1812.97,4676900
20-07-2018,1825.01,1834.84,1810.06,1813.7,1813.7,3884400
23-07-2018,1812.21,1819,1769.99,1802,1802,3888500
24-07-2018,1829.01,1840,1809.38,1829.24,1829.24,4278700
25-07-2018,1829.3,1863.84,1822.64,1863.61,1863.61,3738200
26-07-2018,1839,1844.68,1804.5,1808,1808,9924400
27-07-2018,1876.05,1880.05,1806.53,1817.27,1817.27,9681000
30-07-2018,1827.33,1829.5,1766.02,1779.22,1779.22,6562300
31-07-2018,1786.49,1801.83,1739.32,1777.44,1777.44,5738700
01-08-2018,1784,1798.44,1776.02,1797.17,1797.17,4153100
02-08-2018,1788.77,1836.56,1786,1834.33,1834.33,4354700
03-08-2018,1837.74,1841,1821.5,1823.29,1823.29,3460500
06-08-2018,1825.81,1847.77,1818.92,1847.75,1847.75,3391800
07-08-2018,1854.53,1869.72,1846.27,1862.48,1862.48,3377500
08-08-2018,1861,1891.51,1854.5,1886.52,1886.52,3963000
09-08-2018,1882,1914.57,1877.48,1898.52,1898.52,4860400
10-08-2018,1888.51,1899.5,1878.21,1886.3,1886.3,3639900
13-08-2018,1898.5,1925,1893.67,1896.2,1896.2,5531500
14-08-2018,1919.39,1921.01,1900,1919.65,1919.65,3986100
15-08-2018,1909.55,1916.21,1869.79,1882.62,1882.62,7700700
16-08-2018,1903.94,1905,1883.55,1886.52,1886.52,3957100
17-08-2018,1885.8,1888,1855.55,1882.22,1882.22,4104300
20-08-2018,1890.57,1891.75,1866.06,1876.71,1876.71,2862000
21-08-2018,1880,1897.75,1874.41,1883.42,1883.42,3105600
22-08-2018,1876.64,1905.8,1876.64,1904.9,1904.9,3080500
23-08-2018,1907.17,1919.5,1900.76,1902.9,1902.9,3563000
24-08-2018,1910.51,1916.01,1902.54,1905.39,1905.39,2800900
27-08-2018,1915,1927.7,1909.28,1927.68,1927.68,3569000
28-08-2018,1937.73,1941.78,1928.82,1932.82,1932.82,3100700
29-08-2018,1953.45,1998.69,1948.94,1998.1,1998.1,6531800
30-08-2018,1997.42,2025.57,1986.9,2002.38,2002.38,7277300
31-08-2018,2007,2022.38,2004.74,2012.71,2012.71,4204400
04-09-2018,2026.5,2050.5,2013,2039.51,2039.51,5721100
05-09-2018,2038.11,2040.38,1989.89,1994.82,1994.82,8220600
06-09-2018,2006.51,2007.5,1935.21,1958.31,1958.31,7488700
07-09-2018,1938.71,1975.2,1937.35,1952.07,1952.07,4892600
10-09-2018,1971,1973.04,1931.52,1939.01,1939.01,4544800
11-09-2018,1928.27,1988.88,1917,1987.15,1987.15,5033600
12-09-2018,1994,2000,1962.44,1990,1990,4414000
13-09-2018,2000,2008.76,1982.03,1989.87,1989.87,3621500
14-09-2018,1992.93,1993.65,1959.22,1970.19,1970.19,3642000
17-09-2018,1954.73,1956.82,1887.41,1908.03,1908.03,7050200
18-09-2018,1918.65,1958.2,1915.44,1941.05,1941.05,4268700
19-09-2018,1940.5,1940.83,1904.9,1926.42,1926.42,4056800
20-09-2018,1938.58,1955,1932.25,1944.3,1944.3,3154900
21-09-2018,1954.22,1957.31,1910.5,1915.01,1915.01,6855900
24-09-2018,1903.79,1936.88,1865,1934.36,1934.36,4213700
25-09-2018,1942.9,1975.91,1938.85,1974.55,1974.55,4538400
26-09-2018,1968.5,1995.25,1961.52,1974.85,1974.85,4313500
27-09-2018,1993.24,2016.16,1988.58,2012.98,2012.98,4329400
28-09-2018,2004.41,2026.52,1996.46,2003,2003,4085100
01-10-2018,2021.99,2033.19,2003.6,2004.36,2004.36,3460500
02-10-2018,1999.99,2013.39,1965.77,1971.31,1971.31,5400700
03-10-2018,1981.7,1989.7,1949.81,1952.76,1952.76,5253100
04-10-2018,1949,1956,1896.57,1909.42,1909.42,7257000
05-10-2018,1917.99,1929.08,1862.83,1889.65,1889.65,6822300
08-10-2018,1874,1902,1830.66,1864.42,1864.42,7393200
09-10-2018,1859.99,1896.68,1852.32,1870.32,1870.32,4772900
10-10-2018,1857.89,1858.56,1754.41,1755.25,1755.25,10988900
11-10-2018,1724,1755.4,1685.1,1719.36,1719.36,13935900
12-10-2018,1808,1808.95,1742.53,1788.61,1788.61,9444600
15-10-2018,1795,1795.05,1734.23,1760.95,1760.95,6437200
16-10-2018,1783.5,1823.88,1761.55,1819.96,1819.96,5859900
17-10-2018,1842.79,1845,1807,1831.73,1831.73,5295200
18-10-2018,1821.49,1830.15,1767.87,1770.72,1770.72,5874000
19-10-2018,1785.16,1809.1,1753,1764.03,1764.03,5907200
22-10-2018,1784,1809.5,1756,1789.3,1789.3,4500000
23-10-2018,1742.24,1776.34,1714,1768.7,1768.7,6723900
24-10-2018,1773.7,1777.71,1656.56,1664.2,1664.2,6928400
25-10-2018,1703.34,1794.81,1692.01,1782.17,1782.17,10285700
26-10-2018,1649.59,1698.46,1603,1642.81,1642.81,14963800
29-10-2018,1660,1665.74,1495,1538.88,1538.88,13866100
30-10-2018,1486.16,1540.99,1476.36,1530.42,1530.42,12460100
31-10-2018,1569.99,1623.91,1565.09,1598.01,1598.01,9390200
01-11-2018,1623.53,1670.45,1598.44,1665.53,1665.53,8135500
02-11-2018,1678.59,1697.44,1651.83,1665.53,1665.53,6955500
05-11-2018,1657.57,1658.09,1596.36,1627.8,1627.8,5624700
06-11-2018,1618.35,1665,1614.55,1642.81,1642.81,4257400
07-11-2018,1673,1759.23,1664.08,1755.49,1755.49,8192200
08-11-2018,1755,1784,1725.11,1754.91,1754.91,6534900
09-11-2018,1732.5,1743.92,1701.87,1712.43,1712.43,5902200
12-11-2018,1698.24,1708.55,1630.01,1636.85,1636.85,6806200
13-11-2018,1649.29,1677.06,1613.75,1631.17,1631.17,5933300
14-11-2018,1656.32,1673,1597.07,1599.01,1599.01,6486900
15-11-2018,1581.01,1624.82,1546.51,1619.44,1619.44,8427300
16-11-2018,1587.5,1614.48,1573.12,1593.41,1593.41,6066100
19-11-2018,1577.01,1581.19,1503.36,1512.29,1512.29,7790000
20-11-2018,1437.5,1534.75,1420,1495.46,1495.46,10878800
21-11-2018,1542.99,1550,1515,1516.73,1516.73,5716800
23-11-2018,1517,1536.2,1501.81,1502.06,1502.06,2707600
26-11-2018,1539,1584.81,1524.22,1581.33,1581.33,6257700
27-11-2018,1575.99,1597.65,1558.01,1581.42,1581.42,5783200
28-11-2018,1613.92,1681.45,1601.22,1677.75,1677.75,8458700
29-11-2018,1674.99,1689.99,1652.33,1673.57,1673.57,6613200
30-11-2018,1679.5,1696,1666.5,1690.17,1690.17,5761800
03-12-2018,1769.46,1778.34,1730,1772.36,1772.36,6862300
04-12-2018,1756,1770.34,1665,1668.4,1668.4,8694500
06-12-2018,1614.87,1701.05,1609.85,1699.19,1699.19,8789400
07-12-2018,1705.07,1718.93,1625.46,1629.13,1629.13,7576100
10-12-2018,1623.84,1657.99,1590.87,1641.03,1641.03,7494800
11-12-2018,1678,1679.47,1619.6,1643.24,1643.24,6244700
12-12-2018,1669,1704.99,1660.27,1663.54,1663.54,6598000
13-12-2018,1680,1692.12,1641.5,1658.38,1658.38,5271300
14-12-2018,1638,1642.57,1585,1591.91,1591.91,6367200
17-12-2018,1566,1576.13,1505.01,1520.91,1520.91,8829800
18-12-2018,1540,1567.55,1523.01,1551.48,1551.48,6523000
19-12-2018,1543.05,1584.53,1483.18,1495.08,1495.08,8792200
20-12-2018,1484,1509.5,1432.69,1460.83,1460.83,9991800
21-12-2018,1464.99,1480,1363.96,1377.45,1377.45,13640300
24-12-2018,1346,1396.03,1307,1343.96,1343.96,7220000
26-12-2018,1368.89,1473.16,1363.01,1470.9,1470.9,10411800
27-12-2018,1454.2,1469,1390.31,1461.64,1461.64,9722000
28-12-2018,1473.35,1513.47,1449,1478.02,1478.02,8829000
31-12-2018,1510.8,1520.76,1487,1501.97,1501.97,6954500
